hotel_id,city,distance,stars,rating,country,city_actual,rating_reviewcount,center1label,center2label,neighbourhood,accommodation_type
12642,Paris,1.4,4.0,3.7,France,Paris,48.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12643,Paris,1.7,4.0,4.3,France,Paris,17.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12644,Paris,1.8,5.0,4.8,France,Paris,64.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Palace
12645,Paris,2.2,5.0,4.4,France,Paris,68.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12647,Paris,1.0,3.0,4.0,France,Paris,7.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12648,Paris,2.0,3.0,4.0,France,Paris,124.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12649,Paris,1.6,4.0,4.4,France,Paris,60.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12650,Paris,1.3,3.0,4.0,France,Paris,33.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12651,Paris,2.1,4.0,4.3,France,Paris,100.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12652,Paris,1.6,4.0,4.4,France,Paris,73.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12653,Paris,1.3,4.0,4.1,France,Paris,77.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12654,Paris,2.2,4.0,4.0,France,Paris,207.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12655,Paris,2.0,5.0,4.8,France,Paris,38.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12656,Paris,1.0,4.0,4.3,France,Paris,282.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12657,Paris,1.6,3.0,2.7,France,Paris,21.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12658,Paris,1.8,,4.3,France,Paris,26.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Apart-hotel
12659,Paris,1.6,4.0,4.3,France,Paris,34.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12660,Paris,1.6,4.0,4.5,France,Paris,55.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12661,Paris,1.9,5.0,4.6,France,Paris,69.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12662,Paris,1.8,4.0,4.1,France,Paris,100.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12663,Paris,2.1,3.0,4.3,France,Paris,88.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12664,Paris,1.6,3.0,4.0,France,Paris,143.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12665,Paris,1.9,4.0,4.0,France,Paris,115.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12666,Paris,1.2,3.0,3.2,France,Paris,82.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12667,Paris,1.4,4.0,4.1,France,Paris,103.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12668,Paris,1.3,5.0,4.4,France,Paris,223.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12669,Paris,1.7,4.0,4.4,France,Paris,97.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12670,Paris,1.2,5.0,4.5,France,Paris,145.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12671,Paris,1.2,4.0,4.0,France,Paris,199.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12672,Paris,2.2,5.0,4.1,France,Paris,211.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12673,Paris,1.1,4.0,3.0,France,Paris,134.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12674,Paris,2.0,5.0,4.3,France,Paris,108.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12675,Paris,2.1,4.0,3.9,France,Paris,80.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12676,Paris,1.6,3.0,4.5,France,Paris,69.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12677,Paris,1.9,,4.0,France,Paris,39.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12678,Paris,1.2,4.0,4.3,France,Paris,74.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12679,Paris,1.9,3.0,4.0,France,Paris,39.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12680,Paris,2.0,5.0,4.5,France,Paris,57.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12681,Paris,1.9,5.0,4.0,France,Paris,9.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12682,Paris,2.1,4.0,3.7,France,Paris,198.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12683,Paris,2.0,3.0,3.9,France,Paris,131.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12684,Paris,1.9,4.0,4.0,France,Paris,155.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12685,Paris,1.1,3.0,3.7,France,Paris,61.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12686,Paris,1.4,,3.7,France,Paris,5.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Apartment
12687,Paris,1.6,4.0,3.7,France,Paris,149.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12688,Paris,2.1,4.0,4.8,France,Paris,12.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Vacation home Condo
12689,Paris,1.2,3.0,4.5,France,Paris,151.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12690,Paris,1.9,5.0,4.1,France,Paris,827.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12691,Paris,2.2,3.0,4.5,France,Paris,176.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12692,Paris,2.2,3.0,4.4,France,Paris,204.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12693,Paris,1.9,4.0,4.1,France,Paris,74.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12694,Paris,1.8,5.0,4.0,France,Paris,31.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12695,Paris,2.1,5.0,4.0,France,Paris,77.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12696,Paris,1.1,4.0,4.4,France,Paris,341.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12697,Paris,1.1,2.0,4.1,France,Paris,88.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12698,Paris,2.0,,4.1,France,Paris,43.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12699,Paris,1.1,,3.2,France,Paris,159.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12700,Paris,2.0,,3.9,France,Paris,19.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12701,Paris,1.7,3.0,4.0,France,Paris,80.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12702,Paris,1.3,4.0,4.4,France,Paris,84.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12703,Paris,2.2,5.0,4.0,France,Paris,89.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12704,Paris,1.8,4.0,4.5,France,Paris,352.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12705,Paris,1.9,5.0,4.5,France,Paris,158.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12706,Paris,1.7,2.0,3.2,France,Paris,144.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12707,Paris,2.1,4.0,4.5,France,Paris,160.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12708,Paris,1.8,,4.4,France,Paris,10.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Apartment
12709,Paris,1.5,4.0,4.1,France,Paris,70.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12710,Paris,1.9,5.0,4.1,France,Paris,154.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12711,Paris,1.9,5.0,4.1,France,Paris,66.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Vacation home Condo
12712,Paris,2.2,5.0,3.5,France,Paris,139.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12713,Paris,1.8,4.0,4.5,France,Paris,348.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12714,Paris,1.6,4.0,4.1,France,Paris,86.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Vacation home Condo
12715,Paris,1.6,5.0,4.4,France,Paris,102.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12716,Paris,1.8,,4.8,France,Paris,10.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12717,Paris,1.2,5.0,4.5,France,Paris,42.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12718,Paris,1.7,4.0,4.3,France,Paris,115.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12719,Paris,1.1,3.0,4.3,France,Paris,116.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12720,Paris,1.4,3.0,4.5,France,Paris,81.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12721,Paris,2.0,4.0,3.7,France,Paris,76.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12722,Paris,1.6,4.0,4.0,France,Paris,46.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12723,Paris,1.1,3.0,4.0,France,Paris,71.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12724,Paris,2.1,5.0,3.7,France,Paris,81.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12725,Paris,1.7,3.0,3.5,France,Paris,28.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12726,Paris,1.7,4.0,4.3,France,Paris,91.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12727,Paris,1.8,4.0,4.4,France,Paris,111.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Hotel
12728,Paris,1.9,,3.7,France,Paris,19.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Apartment
12729,Paris,1.4,,3.2,France,Paris,49.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Apartment
12730,Paris,2.1,,5.0,France,Paris,1.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Apartment
12731,Paris,1.8,,3.2,France,Paris,13.0,City centre,Billancourt Station,Champs Elysees (8 arr.),Apartment
12732,Paris,7.6,,4.4,France,Chatenay-Malabry,8.0,City centre,Billancourt Station,Chatenay-Malabry,Guest House
12733,Paris,7.8,3.0,2.9,France,Chatenay-Malabry,7.0,City centre,Billancourt Station,Chatenay-Malabry,Hotel
12734,Paris,5.2,2.0,3.9,France,Chatillon,42.0,City centre,Billancourt Station,Chatillon,Hotel
12735,Paris,4.9,2.0,3.7,France,Chatillon,52.0,City centre,Billancourt Station,Chatillon,Hotel
12736,Paris,6.4,2.0,3.5,France,Chevilly-Larue,51.0,City centre,Billancourt Station,Chevilly-Larue,Hotel
12737,Paris,6.5,3.0,3.7,France,Chevilly-Larue,209.0,City centre,Billancourt Station,Chevilly-Larue,Vacation home Condo
12738,Paris,6.7,2.0,4.3,France,Chevilly-Larue,111.0,City centre,Billancourt Station,Chevilly-Larue,Hotel
12739,Paris,6.1,3.0,3.5,France,Chevilly-Larue,124.0,City centre,Billancourt Station,Chevilly-Larue,Hotel
12740,Paris,6.1,2.0,3.4,France,Chevilly-Larue,77.0,City centre,Billancourt Station,Chevilly-Larue,Hotel
12741,Paris,11.0,,5.0,France,Chilly-Mazarin,1.0,City centre,Billancourt Station,Chilly-Mazarin,Hotel
12742,Paris,11.0,2.0,3.2,France,Chilly-Mazarin,76.0,City centre,Billancourt Station,Chilly-Mazarin,Hotel
12743,Paris,10.0,1.0,2.5,France,Chilly-Mazarin,23.0,City centre,Billancourt Station,Chilly-Mazarin,Hotel
12744,Paris,4.6,,4.8,France,Clamart,4.0,City centre,Billancourt Station,Clamart,Hotel
12745,Paris,4.9,2.0,2.5,France,Clamart,43.0,City centre,Billancourt Station,Clamart,Hotel
12746,Paris,7.1,3.0,3.4,France,Clamart,56.0,City centre,Billancourt Station,Clamart,Hotel
12747,Paris,5.5,2.0,3.7,France,Clamart,81.0,City centre,Billancourt Station,Clamart,Hotel
12748,Paris,7.3,3.0,3.7,France,Clamart,58.0,City centre,Billancourt Station,Clamart,Vacation home Condo
12749,Paris,7.4,,4.0,France,Clamart,2.0,City centre,Billancourt Station,Clamart,Apartment
12750,Paris,6.1,,4.0,France,Clamart,1.0,City centre,Billancourt Station,Clamart,Apart-hotel
12751,Paris,3.3,3.0,4.1,France,Clichy,92.0,City centre,Billancourt Station,Clichy,Hotel
12752,Paris,3.2,4.0,4.6,France,Clichy,3.0,City centre,Billancourt Station,Clichy,Hotel
12753,Paris,3.1,3.0,4.0,France,Clichy,181.0,City centre,Billancourt Station,Clichy,Vacation home Condo
12754,Paris,2.8,4.0,4.0,France,Clichy,32.0,City centre,Billancourt Station,Clichy,Hotel
12755,Paris,3.3,3.0,3.7,France,Clichy,42.0,City centre,Billancourt Station,Clichy,Hotel
12756,Paris,3.3,2.0,2.7,France,Clichy,17.0,City centre,Billancourt Station,Clichy,Hotel
12757,Paris,3.0,3.0,3.9,France,Clichy,32.0,City centre,Billancourt Station,Clichy,Hotel
12758,Paris,3.4,3.0,3.7,France,Clichy,112.0,City centre,Billancourt Station,Clichy,Hotel
12759,Paris,3.2,3.0,3.0,France,Clichy,186.0,City centre,Billancourt Station,Clichy,Vacation home Condo
12760,Paris,3.1,3.0,4.0,France,Clichy,131.0,City centre,Billancourt Station,Clichy,Hotel
12761,Paris,3.2,,4.5,France,Clichy,70.0,City centre,Billancourt Station,Clichy,Apartment
12762,Paris,5.8,,3.2,France,Colombes,9.0,City centre,Billancourt Station,Colombes,Hotel
12763,Paris,6.4,3.0,4.5,France,Colombes,27.0,City centre,Billancourt Station,Colombes,Vacation home Condo
12764,Paris,6.4,,4.6,France,Colombes,7.0,City centre,Billancourt Station,Colombes,Guest House
12765,Paris,6.2,4.0,4.1,France,Colombes,46.0,City centre,Billancourt Station,Colombes,Hotel
12766,Paris,6.3,3.0,3.4,France,Colombes,117.0,City centre,Billancourt Station,Colombes,Hotel
12767,Paris,5.2,2.0,2.7,France,Vitry-sur-Seine,262.0,City centre,Billancourt Station,Creteil,Vacation home Condo
12768,Paris,4.5,4.0,3.5,France,Alfortville,59.0,City centre,Billancourt Station,Creteil,Hotel
12769,Paris,7.3,3.0,3.7,France,Saint-Maur-des-Fosses,96.0,City centre,Billancourt Station,Creteil,Hotel
12770,Paris,6.2,,2.7,France,Joinville-le-Pont,142.0,City centre,Billancourt Station,Creteil,Hotel
12771,Paris,3.3,3.0,3.5,France,Ivry-sur-Seine,330.0,City centre,Billancourt Station,Creteil,Hotel
12772,Paris,5.6,3.0,3.7,France,Villejuif,61.0,City centre,Billancourt Station,Creteil,Hotel
12773,Paris,8.6,,3.5,France,Saint-Maur-des-Fosses,4.0,City centre,Billancourt Station,Creteil,Bed and breakfast
12774,Paris,9.2,3.0,3.4,France,Saint-Maur-des-Fosses,25.0,City centre,Billancourt Station,Creteil,Hotel
12775,Paris,4.6,3.0,3.7,France,Vitry-sur-Seine,168.0,City centre,Billancourt Station,Creteil,Apart-hotel
12776,Paris,8.9,3.0,3.0,France,Creteil,84.0,City centre,Billancourt Station,Creteil,Hotel
12777,Paris,3.1,3.0,3.7,France,Gentilly,158.0,City centre,Billancourt Station,Creteil,Hotel
12778,Paris,4.7,,3.4,France,Maisons-Alfort,118.0,City centre,Billancourt Station,Creteil,Vacation home Condo
12779,Paris,5.9,2.0,3.4,France,Maisons-Alfort,63.0,City centre,Billancourt Station,Creteil,Hotel
12780,Paris,3.8,3.0,3.5,France,Ivry-sur-Seine,65.0,City centre,Billancourt Station,Creteil,Hotel
12781,Paris,7.6,3.0,3.7,France,Creteil,85.0,City centre,Billancourt Station,Creteil,Hotel
12782,Paris,4.9,3.0,4.8,France,Cachan,5.0,City centre,Billancourt Station,Creteil,Guest House
12783,Paris,5.2,,3.4,France,Villejuif,20.0,City centre,Billancourt Station,Creteil,Hotel
12784,Paris,6.7,3.0,3.5,France,Joinville-le-Pont,212.0,City centre,Billancourt Station,Creteil,Hotel
12785,Paris,6.0,2.0,3.5,France,Vitry-sur-Seine,39.0,City centre,Billancourt Station,Creteil,Hotel
12786,Paris,4.8,3.0,3.2,France,Maisons-Alfort,43.0,City centre,Billancourt Station,Creteil,Hotel
12787,Paris,4.3,3.0,3.5,France,Villejuif,161.0,City centre,Billancourt Station,Creteil,Vacation home Condo
12788,Paris,5.8,1.0,3.2,France,Maisons-Alfort,84.0,City centre,Billancourt Station,Creteil,Hotel
12789,Paris,9.3,3.0,4.0,France,Bonneuil-sur-Marne,67.0,City centre,Billancourt Station,Creteil,Hotel
12790,Paris,3.5,,3.2,France,Charenton-le-Pont,66.0,City centre,Billancourt Station,Creteil,Hotel
12791,Paris,4.6,3.0,3.7,France,Cachan,69.0,City centre,Billancourt Station,Creteil,Hotel
12792,Paris,3.5,2.0,3.5,France,Charenton-le-Pont,104.0,City centre,Billancourt Station,Creteil,Hotel
12793,Paris,3.3,3.0,3.5,France,Le Kremlin-Bicetre,525.0,City centre,Billancourt Station,Creteil,Hotel
12794,Paris,4.5,3.0,3.7,France,Villejuif,71.0,City centre,Billancourt Station,Creteil,Hotel
12795,Paris,3.4,2.0,3.5,France,Le Kremlin-Bicetre,100.0,City centre,Billancourt Station,Creteil,Hotel
12796,Paris,3.4,4.0,3.7,France,Le Kremlin-Bicetre,204.0,City centre,Billancourt Station,Creteil,Hotel
12797,Paris,7.6,3.0,4.0,France,Choisy-le-Roi,77.0,City centre,Billancourt Station,Creteil,Vacation home Condo
12798,Paris,6.2,2.0,3.7,France,Saint-Maurice,43.0,City centre,Billancourt Station,Creteil,Hotel
12799,Paris,9.3,2.0,3.2,France,Sucy-en-Brie,82.0,City centre,Billancourt Station,Creteil,Hotel
12800,Paris,3.3,2.0,4.0,France,Ivry-sur-Seine,311.0,City centre,Billancourt Station,Creteil,Hotel
12801,Paris,3.8,4.0,4.0,France,Charenton-le-Pont,132.0,City centre,Billancourt Station,Creteil,Hotel
12802,Paris,4.1,3.0,3.2,France,Villejuif,118.0,City centre,Billancourt Station,Creteil,Vacation home Condo
12803,Paris,3.6,,3.5,France,Ivry-sur-Seine,104.0,City centre,Billancourt Station,Creteil,Apart-hotel
12804,Paris,7.6,2.0,3.7,France,Choisy-le-Roi,18.0,City centre,Billancourt Station,Creteil,Hotel
12805,Paris,4.3,,2.4,France,Villejuif,10.0,City centre,Billancourt Station,Creteil,Hotel
12806,Paris,4.0,4.0,3.9,France,Ivry-sur-Seine,73.0,City centre,Billancourt Station,Creteil,Hotel
12807,Paris,7.5,,3.0,France,Creteil,134.0,City centre,Billancourt Station,Creteil,Hotel
12808,Paris,4.1,3.0,3.5,France,Ivry-sur-Seine,175.0,City centre,Billancourt Station,Creteil,Vacation home Condo
12809,Paris,7.6,3.0,3.5,France,Creteil,131.0,City centre,Billancourt Station,Creteil,Hotel
12810,Paris,3.3,2.0,3.5,France,Le Kremlin-Bicetre,75.0,City centre,Billancourt Station,Creteil,Hotel
12811,Paris,3.7,4.0,4.1,France,Arcueil,71.0,City centre,Billancourt Station,Creteil,Hotel
12812,Paris,4.0,,3.2,France,Ivry-sur-Seine,58.0,City centre,Billancourt Station,Creteil,Apartment
12813,Paris,4.0,,3.2,France,Arcueil,122.0,City centre,Billancourt Station,Creteil,Apart-hotel
12814,Paris,4.0,,3.9,France,Ivry-sur-Seine,14.0,City centre,Billancourt Station,Creteil,Hotel
12815,Paris,4.0,3.0,3.7,France,Arcueil,215.0,City centre,Billancourt Station,Creteil,Hotel
12816,Paris,6.8,3.0,2.9,France,Joinville-le-Pont,7.0,City centre,Billancourt Station,Creteil,Hotel
12817,Paris,4.5,3.0,3.2,France,Villejuif,404.0,City centre,Billancourt Station,Creteil,Vacation home Condo
12818,Paris,6.5,2.0,3.5,France,Creteil,137.0,City centre,Billancourt Station,Creteil,Apart-hotel
12819,Paris,9.2,3.0,4.0,France,Bonneuil-sur-Marne,39.0,City centre,Billancourt Station,Creteil,Hotel
12820,Paris,10.0,1.0,3.0,France,Boissy-Saint-Leger,83.0,City centre,Billancourt Station,Creteil,Hotel
12821,Paris,7.3,4.0,3.5,France,Creteil,150.0,City centre,Billancourt Station,Creteil,Hotel
12822,Paris,5.4,1.0,3.0,France,Drancy,45.0,City centre,Billancourt Station,Drancy,Hotel
12823,Paris,7.9,4.0,4.4,France,Dugny,48.0,City centre,Billancourt Station,Dugny,Hotel
12824,Paris,1.6,,3.5,France,Paris,60.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Apartment
12825,Paris,1.8,5.0,4.5,France,Paris,203.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12826,Paris,1.8,3.0,4.3,France,Paris,468.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12827,Paris,1.7,3.0,4.0,France,Paris,50.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12828,Paris,1.7,3.0,4.5,France,Paris,96.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12829,Paris,1.9,4.0,4.4,France,Paris,246.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12830,Paris,1.9,,2.5,France,Paris,11.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Apartment
12831,Paris,1.9,,4.0,France,Paris,291.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12832,Paris,2.3,,5.0,France,Paris,4.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Apartment
12833,Paris,1.0,4.0,4.5,France,Paris,56.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12834,Paris,2.0,3.0,3.9,France,Paris,128.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12835,Paris,1.1,3.0,4.5,France,Paris,135.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12836,Paris,2.2,4.0,4.3,France,Paris,237.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12837,Paris,1.5,3.0,4.3,France,Paris,122.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12838,Paris,1.7,4.0,4.5,France,Paris,115.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12839,Paris,1.7,4.0,4.0,France,Paris,296.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12840,Paris,1.9,2.0,3.4,France,Paris,160.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12841,Paris,2.4,4.0,4.4,France,Paris,1664.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12842,Paris,0.6,3.0,4.0,France,Paris,22.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12843,Paris,1.8,3.0,4.5,France,Paris,169.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12844,Paris,1.9,3.0,4.0,France,Paris,224.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12845,Paris,1.5,5.0,4.9,France,Paris,100.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12846,Paris,1.6,3.0,4.1,France,Paris,45.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12847,Paris,2.2,,4.1,France,Paris,288.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Apartment
12848,Paris,1.7,3.0,4.4,France,Paris,278.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12849,Paris,2.4,4.0,4.0,France,Paris,2520.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12850,Paris,1.7,3.0,3.9,France,Paris,185.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12851,Paris,0.7,3.0,4.3,France,Paris,96.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12852,Paris,1.7,3.0,4.3,France,Paris,417.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12853,Paris,0.7,3.0,3.7,France,Paris,29.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12854,Paris,1.7,2.0,3.5,France,Paris,118.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12855,Paris,1.8,3.0,3.7,France,Paris,304.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12856,Paris,1.8,4.0,4.5,France,Paris,334.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12857,Paris,1.2,4.0,4.5,France,Paris,138.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12858,Paris,1.6,3.0,4.0,France,Paris,103.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12859,Paris,0.8,5.0,4.3,France,Paris,88.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12860,Paris,0.7,4.0,4.5,France,Paris,19.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12861,Paris,1.7,3.0,4.4,France,Paris,198.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12862,Paris,1.3,3.0,3.9,France,Paris,191.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12863,Paris,1.9,3.0,3.4,France,Paris,171.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12864,Paris,1.5,4.0,3.7,France,Paris,170.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12865,Paris,1.8,4.0,4.5,France,Paris,155.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12866,Paris,1.0,4.0,4.4,France,Paris,340.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12867,Paris,1.8,,4.0,France,Paris,74.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12868,Paris,0.7,4.0,4.6,France,Paris,86.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12869,Paris,2.1,3.0,3.7,France,Paris,366.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12870,Paris,1.3,4.0,4.5,France,Paris,339.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12871,Paris,2.1,3.0,3.5,France,Paris,339.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12872,Paris,1.3,3.0,3.9,France,Paris,75.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
12873,Paris,1.8,3.0,3.7,France,Paris,326.0,City centre,Billancourt Station,Eiffel Tower - Orsay Museum (7 arr.),Hotel
